;whoid;correspid;whoid_name;correspid_name
0;#per18;#org0;Juan el Bautista;gente
1;#per18;#org0;Juan el Bautista;gente
2;#per18;#org0;Juan el Bautista;gente
3;#per18;#org0;Juan el Bautista;gente
4;#per18;#org0;Juan el Bautista;gente
5;#per18;#org2;Juan el Bautista;fariseos
6;#per18;#org2;Juan el Bautista;fariseos
7;#per18;#org2;Juan el Bautista;fariseos
8;#per18;#org2;Juan el Bautista;fariseos
9;#per18;#org2;Juan el Bautista;fariseos
10;#per18;#org2;Juan el Bautista;fariseos
11;#per18;#org0;Juan el Bautista;gente
12;#per18;#per1;Juan el Bautista;Jesús
13;#per18;#org0;Juan el Bautista;gente
14;#per18;#per1;Juan el Bautista;Jesús
15;#per18;#org0;Juan el Bautista;gente
16;#per18;#org0;Juan el Bautista;gente
17;#per18;#per1;Juan el Bautista;Jesús
18;#per18;#org0;Juan el Bautista;gente
19;#per18;#org0;Juan el Bautista;gente
20;#per18;#org0;Juan el Bautista;gente
21;#per18;#org0;Juan el Bautista;gente
22;#per18;#per1;Juan el Bautista;Jesús
23;#per18;#org27;Juan el Bautista;discípulos
24;#per18;#org27;Juan el Bautista;discípulos
25;#per18;#org0;Juan el Bautista;gente
26;#per18;#org27;Juan el Bautista;discípulos
27;#per18;#org27;Juan el Bautista;discípulos
28;#per18;#org27;Juan el Bautista;discípulos
29;#per18;#org27;Juan el Bautista;discípulos
30;#per18;#org27;Juan el Bautista;discípulos
31;#per18;#org27;Juan el Bautista;discípulos
32;#per18;#org27;Juan el Bautista;discípulos
33;#per18;#org27;Juan el Bautista;discípulos
34;#org2;#per18;fariseos;Juan el Bautista
35;#org2;#per18;fariseos;Juan el Bautista
36;#org2;#per18;fariseos;Juan el Bautista
37;#org2;#per18;fariseos;Juan el Bautista
38;#org2;#org24;fariseos;soldados
39;#org2;#org24;fariseos;soldados
40;#org2;#org24;fariseos;soldados
41;#org2;#org24;fariseos;soldados
42;#org2;#per103;fariseos;Nicodemo
43;#org2;#per1;fariseos;Jesús
44;#org2;#per1;fariseos;Jesús
45;#org2;#per1;fariseos;Jesús
46;#org2;#per1;fariseos;Jesús
47;#org2;#org0;fariseos;gente
48;#org2;#org0;fariseos;gente
49;#org2;#org15;fariseos;enfermos
50;#org2;#per1;fariseos;Jesús
51;#org2;#org12;fariseos;sacerdotes
52;#org2;#org2;fariseos;fariseos
53;#org2;#org12;fariseos;sacerdotes
54;#org2;#org2;fariseos;fariseos
55;#org2;#org2;fariseos;fariseos
56;#org13;#per18;judíos;Juan el Bautista
57;#org13;#per1;judíos;Jesús
58;#org13;#per1;judíos;Jesús
59;#org13;#org15;judíos;enfermos
60;#org13;#org15;judíos;enfermos
61;#org13;#org13;judíos;judíos
62;#org13;#org0;judíos;gente
63;#org13;#org0;judíos;gente
64;#org13;#per1;judíos;Jesús
65;#org13;#org13;judíos;judíos
