;id;id_name
0;#per1;Jesus
1;#per1;Jesus
2;#per35;David
3;#per1;Jesus
4;#per2;Abraham
5;#per2;Abraham
6;#per3;Isaak
7;#per3;Isaak
8;#per4;Jakob
9;#per4;Jakob
10;#per5;Juda
11;#per5;Juda
12;#per6;Tamar
13;#per7;Perez
14;#per8;Serach
15;#per7;Perez
16;#per9;Hezron
17;#per9;Hezron
18;#per87;Ram
19;#per87;Ram
20;#per88;Amminadab
21;#per88;Amminadab
22;#per89;Nachschon
23;#per89;Nachschon
24;#per90;Salmon
25;#per90;Salmon
26;#per91;Rahab
27;#per92;Boas
28;#per92;Boas
29;#per93;Rut
30;#per94;Obed
31;#per94;Obed
32;#per95;Isai
33;#per95;Isai
34;#per35;David
35;#per35;David
36;#per39;Salomo
37;#per96;Uria
38;#per39;Salomo
39;#per63;Rehabeam
40;#per63;Rehabeam
41;#per64;Abija
42;#per64;Abija
43;#per65;Asa
44;#per65;Asa
45;#per66;Joschafat
46;#per66;Joschafat
47;#per67;Joram
48;#per67;Joram
49;#per68;Usija
50;#per68;Usija
51;#per69;Jotam
52;#per69;Jotam
53;#per70;Ahas
54;#per70;Ahas
55;#per71;Hiskia
56;#per71;Hiskia
57;#per72;Manasse
58;#per72;Manasse
59;#per73;Amon
60;#per73;Amon
61;#per74;Josia
62;#per74;Josia
63;#per75;Jojachin
64;#per75;Jojachin
65;#per76;Schealtiël
66;#per76;Schealtiël
67;#per77;Serubbabel
68;#per77;Serubbabel
69;#per78;Abihud
70;#per78;Abihud
71;#per79;Eljakim
72;#per79;Eljakim
73;#per80;Asor
74;#per80;Asor
75;#per81;Zadok
76;#per81;Zadok
77;#per82;Achim
78;#per82;Achim
79;#per83;Eliud
80;#per83;Eliud
81;#per84;Eleasar
82;#per84;Eleasar
83;#per85;Mattan
84;#per85;Mattan
85;#per86;Jakob
86;#per86;Jakob
87;#per12;Josef
88;#per11;Maria
89;#per1;Jesus
90;#per1;Jesus
91;#per2;Abraham
92;#per35;David
93;#per35;David
94;#per1;Jesus
95;#per1;Jesus
96;#per11;Maria
97;#per11;Maria
98;#per12;Josef
99;#per17;Heiliger Geist
100;#per12;Josef
101;#org4;Engel
102;#per14;Gott
103;#per12;Josef
104;#per1;Jesus
105;#per11;Maria
106;#per11;Maria
107;#per17;Heiliger Geist
108;#per1;Jesus
109;#per1;Jesus
110;#per14;Gott
111;#org8;Propheten
112;#per11;Maria
113;#per1;Jesus
114;#per1;Jesus
115;#per14;Gott
116;#per12;Josef
117;#org4;Engel
118;#per14;Gott
119;#per11;Maria
120;#per1;Jesus
121;#per1;Jesus
122;#per1;Jesus
123;#pla1;Bethlehem
124;#pla2;Judäa
125;#tim8;Tage des König Herodes
126;#per10;Herodes
127;#org10;Weisen aus dem Morgenland
128;#pla39;Orient
129;#pla3;Jerusalem
130;#per1;Jesus
131;#org13;Juden
132;#per10;Herodes
133;#pla3;Jerusalem
134;#org12;Priester
135;#org5;Schriftgelehrte
136;#per1;Jesus
137;#pla1;Bethlehem
138;#pla2;Judäa
139;#org8;Propheten
140;#pla1;Bethlehem
141;#pla2;Judäa
142;#pla2;Judäa
143;#per1;Jesus
144;#pla4;Israel
145;#per10;Herodes
146;#org10;Weisen aus dem Morgenland
147;#pla1;Bethlehem
148;#per1;Jesus
149;#per10;Herodes
150;#pla39;Orient
151;#per1;Jesus
152;#per1;Jesus
153;#per11;Maria
154;#per11;Maria
155;#per10;Herodes
156;#pla39;Orient
157;#org4;Engel
158;#per14;Gott
159;#per12;Josef
160;#per1;Jesus
161;#per11;Maria
162;#pla5;Ägypten
163;#per10;Herodes
164;#per1;Jesus
165;#per12;Josef
166;#per1;Jesus
167;#per11;Maria
168;#pla5;Ägypten
169;#per10;Herodes
170;#per14;Gott
171;#org8;Propheten
172;#pla5;Ägypten
173;#per1;Jesus
174;#per10;Herodes
175;#pla1;Bethlehem
176;#org10;Weisen aus dem Morgenland
177;#org8;Propheten
178;#per15;Jeremiah
179;#pla6;Rama
180;#per16;Rahel
181;#per10;Herodes
182;#org4;Engel
183;#per14;Gott
184;#per12;Josef
185;#pla5;Ägypten
186;#per1;Jesus
187;#per11;Maria
188;#pla4;Israel
189;#per1;Jesus
190;#per1;Jesus
191;#per11;Maria
192;#pla4;Israel
193;#per62;Archelaus
194;#pla2;Judäa
195;#per10;Herodes
196;#pla7;Galiläa
