;id;id_name
0;#org0;gente
1;#org0;gente
2;#org0;gente
3;#org0;gente
4;#org0;gente
5;#org0;gente
6;#org0;gente
7;#org0;gente
8;#org0;gente
9;#org0;gente
10;#org0;gente
11;#org0;gente
12;#org0;gente
13;#org0;gente
14;#org0;gente
15;#per145;Adán
16;#per241;Eva
17;#per145;Adán
18;#per241;Eva
19;#per145;Adán
20;#per241;Eva
21;#per145;Adán
22;#per145;Adán
23;#per14;Dios
24;#per241;Eva
25;#per14;Dios
26;#per241;Eva
27;#per241;Eva
28;#per145;Adán
29;#per20;diablo
30;#per20;diablo
31;#per241;Eva
32;#per145;Adán
33;#per241;Eva
34;#per241;Eva
35;#per145;Adán
36;#per14;Dios
37;#per145;Adán
38;#per14;Dios
39;#per241;Eva
40;#per14;Dios
41;#per20;diablo
42;#per20;diablo
43;#per241;Eva
44;#per145;Adán
45;#per145;Adán
46;#per145;Adán
47;#per145;Adán
48;#per14;Dios
49;#org0;gente
50;#per142;Caín
51;#per142;Caín
52;#per43;Abel
53;#per142;Caín
54;#per14;Dios
55;#per142;Caín
56;#per142;Caín
57;#per142;Caín
58;#per14;Dios
59;#per14;Dios
60;#per142;Caín
61;#per166;Ada
62;#per209;Zila
63;#per166;Ada
64;#per209;Zila
65;#org0;gente
66;#org0;gente
67;#per14;Dios
68;#per14;Dios
69;#per47;Noé
70;#per47;Noé
71;#per47;Noé
72;#per47;Noé
73;#per47;Noé
74;#per47;Noé
75;#per47;Noé
76;#per47;Noé
77;#per47;Noé
78;#per47;Noé
79;#per47;Noé
80;#per47;Noé
81;#per47;Noé
82;#per47;Noé
83;#per47;Noé
84;#per14;Dios
85;#per14;Dios
86;#per144;Sem
87;#per158;Cam
88;#per162;Jafet
89;#per47;Noé
90;#per144;Sem
91;#per158;Cam
92;#per162;Jafet
93;#per47;Noé
94;#per144;Sem
95;#per158;Cam
96;#per162;Jafet
97;#per47;Noé
98;#per144;Sem
99;#per158;Cam
100;#per162;Jafet
101;#per47;Noé
102;#per144;Sem
103;#per158;Cam
104;#per162;Jafet
105;#per47;Noé
106;#per144;Sem
107;#per158;Cam
108;#per162;Jafet
109;#per47;Noé
110;#per144;Sem
111;#per158;Cam
112;#per162;Jafet
113;#per47;Noé
114;#per144;Sem
115;#per158;Cam
116;#per162;Jafet
117;#per47;Noé
118;#per144;Sem
119;#per158;Cam
120;#per162;Jafet
121;#per47;Noé
122;#per144;Sem
123;#per158;Cam
124;#per162;Jafet
125;#per47;Noé
126;#per144;Sem
127;#per158;Cam
128;#per162;Jafet
129;#per47;Noé
130;#per144;Sem
131;#per158;Cam
132;#per162;Jafet
133;#per47;Noé
134;#per144;Sem
135;#per158;Cam
136;#per162;Jafet
137;#per47;Noé
138;#per144;Sem
139;#per158;Cam
140;#per162;Jafet
141;#per47;Noé
142;#per144;Sem
143;#per158;Cam
144;#per162;Jafet
145;#per47;Noé
146;#per47;Noé
147;#org0;gente
148;#per14;Dios
149;#per14;Dios
150;#org0;gente
151;#org0;gente
152;#org0;gente
153;#per14;Dios
154;#per14;Dios
155;#per2;Abraham
156;#per2;Abraham
157;#per2;Abraham
158;#per2;Abraham
159;#per134;Sara
160;#per134;Sara
161;#org0;gente
162;#per134;Sara
163;#per2;Abraham
164;#per2;Abraham
165;#per251;faraón
166;#per137;Lot
167;#per137;Lot
168;#per2;Abraham
169;#per2;Abraham
170;#per2;Abraham
171;#per2;Abraham
172;#per14;Dios
173;#per14;Dios
174;#per2;Abraham
175;#per395;Bera
176;#per395;Bera
177;#per2;Abraham
178;#per395;Bera
179;#per2;Abraham
180;#per14;Dios
181;#per14;Dios
182;#per2;Abraham
183;#per2;Abraham
184;#per2;Abraham
185;#per2;Abraham
186;#per14;Dios
187;#per2;Abraham
188;#per2;Abraham
189;#per2;Abraham
190;#per2;Abraham
191;#per2;Abraham
192;#per2;Abraham
193;#per2;Abraham
194;#per2;Abraham
195;#per2;Abraham
196;#per2;Abraham
197;#per134;Sara
198;#per143;Agar
199;#per143;Agar
200;#per143;Agar
201;#per143;Agar
202;#per143;Agar
203;#per143;Agar
204;#per143;Agar
205;#per2;Abraham
206;#per2;Abraham
207;#per2;Abraham
208;#per2;Abraham
209;#per2;Abraham
210;#per2;Abraham
211;#per2;Abraham
212;#per2;Abraham
213;#per2;Abraham
214;#per2;Abraham
215;#per2;Abraham
216;#per2;Abraham
217;#per2;Abraham
218;#per2;Abraham
219;#per2;Abraham
220;#per14;Dios
221;#per14;Dios
222;#per2;Abraham
223;#per2;Abraham
224;#per2;Abraham
225;#org4;ángel
226;#org4;ángel
227;#org4;ángel
228;#per2;Abraham
229;#per134;Sara
230;#per2;Abraham
231;#org4;ángel
232;#per2;Abraham
233;#per134;Sara
234;#per2;Abraham
235;#per134;Sara
236;#per2;Abraham
237;#per14;Dios
238;#per134;Sara
239;#per14;Dios
240;#per14;Dios
241;#per14;Dios
242;#per2;Abraham
243;#per2;Abraham
244;#per14;Dios
245;#per14;Dios
246;#per14;Dios
247;#per2;Abraham
248;#per14;Dios
249;#per14;Dios
250;#per2;Abraham
251;#per14;Dios
252;#per2;Abraham
253;#per14;Dios
254;#per2;Abraham
255;#per14;Dios
256;#per2;Abraham
257;#per14;Dios
258;#per2;Abraham
259;#org4;ángel
260;#per137;Lot
261;#per137;Lot
262;#org79;personas de Sodoma
263;#org79;personas de Sodoma
264;#per137;Lot
265;#per137;Lot
266;#per137;Lot
267;#per137;Lot
268;#org80;familia de Lot
269;#per137;Lot
270;#per137;Lot
271;#org4;ángel
272;#org4;ángel
273;#org4;ángel
274;#per137;Lot
275;#per137;Lot
276;#org80;familia de Lot
277;#org80;familia de Lot
278;#org80;familia de Lot
279;#org0;gente
280;#per138;Abimelec
281;#per14;Dios
282;#per14;Dios
283;#per138;Abimelec
284;#per138;Abimelec
285;#per138;Abimelec
286;#per138;Abimelec
287;#per2;Abraham
