;whoid;correspid;whoid_name;correspid_name
0;#per1;#per25;Jesús;Juan
1;#per1;#per25;Jesús;Juan
2;#per1;#per25;Jesús;Juan
3;#per1;#per25;Jesús;Juan
4;#per1;#per25;Jesús;Juan
5;#per1;#per25;Jesús;Juan
6;#per1;#per25;Jesús;Juan
7;#per1;#per25;Jesús;Juan
8;#per1;#per25;Jesús;Juan
9;#per1;#per25;Jesús;Juan
10;#per1;#per25;Jesús;Juan
11;#per1;#per25;Jesús;Juan
12;#per1;#per25;Jesús;Juan
13;#per1;#per25;Jesús;Juan
14;#per1;#org31;Jesús;iglesia de Esmirna
15;#per1;#per25;Jesús;Juan
16;#per1;#per25;Jesús;Juan
17;#per1;#per25;Jesús;Juan
18;#per1;#per25;Jesús;Juan
19;#per1;#per25;Jesús;Juan
20;#per1;#per25;Jesús;Juan
21;#per1;#per25;Jesús;Juan
22;#per1;#per25;Jesús;Juan
23;#per1;#per25;Jesús;Juan
24;#per1;#per25;Jesús;Juan
25;#per1;#per25;Jesús;Juan
26;#per1;#per25;Jesús;Juan
27;#per1;#per25;Jesús;Juan
28;#per1;#per25;Jesús;Juan
29;#per1;#per25;Jesús;Juan
30;#per1;#per25;Jesús;Juan
31;#per1;#per25;Jesús;Juan
32;#per1;#per25;Jesús;Juan
33;#per1;#per25;Jesús;Juan
34;#per1;#per25;Jesús;Juan
35;#per1;#per25;Jesús;Juan
36;#per1;#per25;Jesús;Juan
37;#per1;#per25;Jesús;Juan
38;#per1;#per25;Jesús;Juan
39;#per1;#per25;Jesús;Juan
40;#per1;#per25;Jesús;Juan
41;#per1;#per25;Jesús;Juan
42;#per1;#per25;Jesús;Juan
43;#per1;#per25;Jesús;Juan
44;#per1;#per25;Jesús;Juan
45;#per1;#per25;Jesús;Juan
46;#per1;#per25;Jesús;Juan
47;#per1;#per25;Jesús;Juan
48;#per1;#per25;Jesús;Juan
49;#per1;#per25;Jesús;Juan
50;#per1;#per25;Jesús;Juan
51;#per1;#per25;Jesús;Juan
52;#per1;#per25;Jesús;Juan
53;#per1;#per25;Jesús;Juan
54;#per1;#per25;Jesús;Juan
55;#per1;#per25;Jesús;Juan
56;#per1;#per25;Jesús;Juan
57;#per1;#per25;Jesús;Juan
58;#per1;#per25;Jesús;Juan
59;#per1;#per25;Jesús;Juan
60;#per1;#per25;Jesús;Juan
61;#per1;#per25;Jesús;Juan
62;#per1;#per25;Jesús;Juan
63;#per1;#per25;Jesús;Juan
64;#per25;#org30;Juan;iglesia de Éfeso
65;#per25;#org30;Juan;iglesia de Éfeso
66;#per25;#org30;Juan;iglesia de Éfeso
67;#per25;#org30;Juan;iglesia de Éfeso
68;#per25;#org30;Juan;iglesia de Éfeso
69;#per25;#org30;Juan;iglesia de Éfeso
70;#per25;#org30;Juan;iglesia de Éfeso
71;#per25;#org31;Juan;iglesia de Esmirna
72;#per25;#org31;Juan;iglesia de Esmirna
73;#per25;#org31;Juan;iglesia de Esmirna
74;#per25;#org32;Juan;iglesia de Pérgamo
75;#per25;#org32;Juan;iglesia de Pérgamo
76;#per25;#org32;Juan;iglesia de Pérgamo
77;#per25;#org32;Juan;iglesia de Pérgamo
78;#per25;#org32;Juan;iglesia de Pérgamo
79;#per25;#org33;Juan;iglesia de Tiatira
80;#per25;#org33;Juan;iglesia de Tiatira
81;#per25;#org33;Juan;iglesia de Tiatira
82;#per25;#org33;Juan;iglesia de Tiatira
83;#per25;#org33;Juan;iglesia de Tiatira
84;#per25;#org33;Juan;iglesia de Tiatira
85;#per25;#org33;Juan;iglesia de Tiatira
86;#per25;#org33;Juan;iglesia de Tiatira
87;#per25;#org33;Juan;iglesia de Tiatira
88;#per25;#org33;Juan;iglesia de Tiatira
89;#per25;#org33;Juan;iglesia de Tiatira
90;#per25;#org33;Juan;iglesia de Tiatira
91;#per25;#org34;Juan;iglesia de Sardis
92;#per25;#org34;Juan;iglesia de Sardis
93;#per25;#org34;Juan;iglesia de Sardis
94;#per25;#org34;Juan;iglesia de Sardis
95;#per25;#org34;Juan;iglesia de Sardis
96;#per25;#org34;Juan;iglesia de Sardis
97;#per25;#org35;Juan;iglesia de Filadelfia
98;#per25;#org35;Juan;iglesia de Filadelfia
99;#per25;#org35;Juan;iglesia de Filadelfia
100;#per25;#org34;Juan;iglesia de Sardis
101;#per25;#org34;Juan;iglesia de Sardis
102;#per25;#org34;Juan;iglesia de Sardis
103;#per25;#org34;Juan;iglesia de Sardis
104;#per25;#org36;Juan;iglesia de Laodicea
105;#per25;#org36;Juan;iglesia de Laodicea
106;#per25;#org36;Juan;iglesia de Laodicea
107;#per25;#org36;Juan;iglesia de Laodicea
108;#per25;#org36;Juan;iglesia de Laodicea
109;#per25;#org36;Juan;iglesia de Laodicea
110;#per25;#org36;Juan;iglesia de Laodicea
111;#per25;#org36;Juan;iglesia de Laodicea
112;#per25;#org36;Juan;iglesia de Laodicea
113;#per25;#org52;Juan;24 ancianos
114;#per25;#org0;Juan;gente
115;#per25;#org0;Juan;gente
116;#org4;#org32;ángel;iglesia de Pérgamo
117;#org4;#org0;ángel;gente
118;#org4;#per1;ángel;Jesús
119;#org4;#org0;ángel;gente
120;#org4;#org4;ángel;ángel
121;#org4;#per14;ángel;Dios
122;#org4;#org0;ángel;gente
123;#org4;#org4;ángel;ángel
124;#org4;#per25;ángel;Juan
125;#org4;#per25;ángel;Juan
126;#org4;#org0;ángel;gente
127;#org4;#per25;ángel;Juan
128;#org4;#per25;ángel;Juan
129;#org4;#per25;ángel;Juan
130;#org4;#org0;ángel;gente
131;#org4;#org0;ángel;gente
132;#org4;#org0;ángel;gente
133;#org4;#org0;ángel;gente
134;#org4;#org0;ángel;gente
135;#org4;#org0;ángel;gente
136;#org4;#per1;ángel;Jesús
137;#org4;#org4;ángel;ángel
138;#org4;#per14;ángel;Dios
139;#org4;#per14;ángel;Dios
140;#org4;#per14;ángel;Dios
141;#org4;#per25;ángel;Juan
142;#org4;#per25;ángel;Juan
143;#org4;#per25;ángel;Juan
144;#org4;#per25;ángel;Juan
145;#org4;#per25;ángel;Juan
146;#org4;#per25;ángel;Juan
147;#org4;#per25;ángel;Juan
148;#org4;#per25;ángel;Juan
149;#org4;#per25;ángel;Juan
150;#org4;#per25;ángel;Juan
151;#org4;#per25;ángel;Juan
152;#org4;#per25;ángel;Juan
153;#org4;#per25;ángel;Juan
154;#org4;#per25;ángel;Juan
155;#org4;#org0;ángel;gente
156;#org4;#org0;ángel;gente
157;#org4;#org0;ángel;gente
158;#org4;#org0;ángel;gente
159;#org4;#org0;ángel;gente
160;#org4;#org0;ángel;gente
161;#org4;#org0;ángel;gente
162;#org4;#org0;ángel;gente
163;#org4;#org0;ángel;gente
164;#org4;#per14;ángel;Dios
165;#org4;#org0;ángel;gente
166;#org4;#org0;ángel;gente
167;#org4;#org0;ángel;gente
168;#org4;#org0;ángel;gente
169;#org4;#per25;ángel;Juan
170;#org4;#per25;ángel;Juan
171;#org4;#per25;ángel;Juan
172;#org4;#org0;ángel;gente
173;#org4;#org0;ángel;gente
174;#org4;#org0;ángel;gente
175;#org4;#org0;ángel;gente
176;#org4;#per25;ángel;Juan
177;#org4;#per25;ángel;Juan
178;#org4;#per25;ángel;Juan
179;#org36;#org0;iglesia de Laodicea;gente
180;#org51;#per14;4 seres vivientes;Dios
181;#org51;#per1;4 seres vivientes;Jesús
182;#org51;#per1;4 seres vivientes;Jesús
183;#org51;#per1;4 seres vivientes;Jesús
184;#org51;#per14;4 seres vivientes;Dios
185;#org51;#per1;4 seres vivientes;Jesús
186;#org51;#per25;4 seres vivientes;Juan
187;#org51;#per25;4 seres vivientes;Juan
188;#org51;#per25;4 seres vivientes;Juan
189;#org51;#per25;4 seres vivientes;Juan
190;#org51;#per14;4 seres vivientes;Dios
191;#org52;#per14;24 ancianos;Dios
192;#org52;#per25;24 ancianos;Juan
193;#org52;#per1;24 ancianos;Jesús
194;#org52;#per1;24 ancianos;Jesús
195;#org52;#per1;24 ancianos;Jesús
196;#org52;#per14;24 ancianos;Dios
197;#org52;#per25;24 ancianos;Juan
198;#org52;#per25;24 ancianos;Juan
199;#org52;#per25;24 ancianos;Juan
200;#org52;#per25;24 ancianos;Juan
201;#org52;#per25;24 ancianos;Juan
202;#org52;#per17;24 ancianos;Espíritu Santo
203;#org52;#per17;24 ancianos;Espíritu Santo
204;#org0;#per1;gente;Jesús
205;#org0;#per14;gente;Dios
206;#org0;#per17;gente;Espíritu Santo
207;#org0;#org0;gente;gente
208;#org0;#org0;gente;gente
209;#org0;#org0;gente;gente
210;#org0;#org0;gente;gente
211;#org0;#per14;gente;Dios
212;#org0;#per14;gente;Dios
213;#org0;#org0;gente;gente
