	Source	Target	Via	Weight	Type
149	#per35	#per14	song	50	Directed
7	#per14	#per35	oral	22	Directed
79	#per789	#per35	oral	15	Directed
41	#per35	#per14	prayer	15	Directed
37	#per725	#per35	oral	13	Directed
38	#per14	#per725	oral	12	Directed
39	#per725	#per35	idea	12	Directed
23	#per35	#org0	oral	12	Directed
5	#per35	#org0	song	11	Directed
44	#per35	#per719	oral	10	Directed
103	#per721	#per715	oral	10	Directed
43	#per35	#org144	oral	9	Directed
1	#per734	#per35	oral	8	Directed
50	#org144	#per35	oral	8	Directed
22	#per714	#per35	oral	7	Directed
45	#per719	#per35	oral	7	Directed
80	#per35	#per789	oral	7	Directed
94	#per35	#per768	oral	7	Directed
0	#per35	#per734	oral	7	Directed
47	#per718	#per35	oral	6	Directed
4	#per35	#org147	oral	6	Directed
24	#per35	#per714	oral	6	Directed
59	#org14	#per35	oral	6	Directed
101	#per35	#per664	oral	5	Directed
144	#org122	#per714	oral	5	Directed
106	#per717	#per715	oral	4	Directed
36	#per35	#per725	oral	4	Directed
46	#per35	#per718	oral	4	Directed
6	#per35	#per14	oral	4	Directed
135	#per727	#per35	oral	4	Directed
99	#per731	#per35	oral	4	Directed
76	#per783	#per35	oral	4	Directed
145	#per714	#org122	oral	4	Directed
111	#per790	#per35	oral	4	Directed
72	#per715	#per35	oral	4	Directed
156	#per728	#per35	oral	4	Directed
96	#per35	#per721	oral	4	Directed
3	#per522	#per734	oral	3	Directed
11	#per660	#per722	oral	3	Directed
55	#per714	#org144	oral	3	Directed
92	#per35	#per729	oral	3	Directed
8	#per35	#org39	written	3	Directed
77	#org0	#org0	soCalled	3	Directed
73	#per35	#per715	oral	3	Directed
87	#per715	#org0	oral	3	Directed
69	#per716	#per726	oral	3	Directed
114	#org147	#per714	oral	3	Directed
147	#org162	#per35	oral	3	Directed
146	#per35	#org162	oral	3	Directed
27	#per35	#per749	oral	3	Directed
117	#per790	#per714	oral	3	Directed
14	#per660	#per733	oral	3	Directed
118	#per714	#per790	oral	3	Directed
70	#per726	#per716	oral	3	Directed
33	#org0	#per35	oral	3	Directed
108	#per721	#per768	oral	2	Directed
82	#per789	#per789	thought	2	Directed
134	#per35	#per727	oral	2	Directed
78	#per714	#per789	oral	2	Directed
129	#per768	#org25	idea	2	Directed
128	#org70	#org70	oral	2	Directed
123	#per35	#per790	oral	2	Directed
124	#org161	#per35	oral	2	Directed
122	#org24	#per35	oral	2	Directed
120	#per35	#org24	oral	2	Directed
100	#per664	#per35	oral	2	Directed
115	#per714	#org147	oral	2	Directed
104	#per715	#per721	oral	2	Directed
105	#per715	#per717	oral	2	Directed
19	#per660	#org25	oral	2	Directed
157	#per35	#per728	oral	2	Directed
15	#per660	#per35	written	2	Directed
63	#per783	#per716	oral	2	Directed
52	#per35	#per96	oral	2	Directed
9	#per660	#per714	oral	2	Directed
49	#per714	#per664	oral	2	Directed
10	#per714	#per660	oral	2	Directed
56	#per35	#org144	soCalled	2	Directed
62	#per714	#per35	written	2	Directed
28	#org22	#per35	oral	2	Directed
68	#per716	#org144	oral	2	Directed
35	#per35	#per653	oral	2	Directed
32	#per35	#org0	prayer	1	Directed
125	#per35	#org161	oral	1	Directed
126	#org0	#per714	oral	1	Directed
34	#per653	#per35	oral	1	Directed
31	#per35	#org0	oath	1	Directed
30	#org0	#org0	oral	1	Directed
121	#org24	#org24	oral	1	Directed
130	#per768	#per723	idea	1	Directed
131	#org39	#per35	oral	1	Directed
16	#per35	#per660	written	1	Directed
132	#per35	#per731	oral	1	Directed
133	#per718	#org131	oral	1	Directed
29	#org77	#per35	oral	1	Directed
127	#org147	#org147	oral	1	Directed
71	#per715	#per726	oral	1	Directed
119	#per714	#org161	oral	1	Directed
137	#org39	#org70	oral	1	Directed
21	#per660	#per35	oral	1	Directed
155	#per840	#per35	oral	1	Directed
154	#per14	#org4	prayer	1	Directed
153	#per35	#per842	oral	1	Directed
152	#per842	#per35	oral	1	Directed
151	#per842	#per35	idea	1	Directed
150	#per14	#per842	oral	1	Directed
2	#per734	#per522	oral	1	Directed
148	#per144	#per35	oath	1	Directed
18	#per660	#per711	oral	1	Directed
17	#per35	#per733	written	1	Directed
25	#per35	#org70	oath	1	Directed
26	#per747	#per35	oral	1	Directed
143	#org122	#pla404	oral	1	Directed
142	#org144	#org0	oral	1	Directed
141	#per714	#per723	oral	1	Directed
140	#per35	#per723	oral	1	Directed
139	#per798	#org0	oral	1	Directed
138	#org70	#org39	oral	1	Directed
136	#org70	#per35	oral	1	Directed
42	#org0	#per14	prayer	1	Directed
40	#per14	#org22	soCalled	1	Directed
83	#per715	#org159	oral	1	Directed
90	#per715	#org22	oral	1	Directed
89	#per715	#org14	oath	1	Directed
20	#per14	#org0	soCalled	1	Directed
60	#org144	#org144	oral	1	Directed
86	#per715	#per35	idea	1	Directed
85	#per715	#per714	oral	1	Directed
84	#per714	#per715	oral	1	Directed
61	#per35	#per35	oral	1	Directed
116	#per715	#per715	thought	1	Directed
81	#org0	#per789	oral	1	Directed
64	#per716	#per783	oral	1	Directed
65	#per716	#per35	idea	1	Directed
66	#per716	#per35	oral	1	Directed
75	#per715	#org144	soCalled	1	Directed
74	#per715	#org144	oral	1	Directed
67	#per35	#per726	oral	1	Directed
91	#org22	#org0	oral	1	Directed
58	#org144	#per714	idea	1	Directed
93	#per729	#per35	oral	1	Directed
57	#org144	#per35	idea	1	Directed
13	#per733	#per660	oral	1	Directed
113	#org147	#per35	oral	1	Directed
112	#per795	#org0	oral	1	Directed
12	#per722	#per660	oral	1	Directed
110	#org147	#org144	oral	1	Directed
109	#org144	#org147	oral	1	Directed
107	#per715	#org25	oral	1	Directed
48	#org100	#per776	oral	1	Directed
51	#per779	#per35	oral	1	Directed
102	#org0	#per731	soCalled	1	Directed
53	#per96	#per35	oral	1	Directed
54	#per35	#per714	written	1	Directed
98	#per718	#org0	oral	1	Directed
97	#per721	#per715	idea	1	Directed
95	#per14	#per768	soCalled	1	Directed
88	#org0	#per715	oral	1	Directed
