	Source	Target	Via	Weight	Type
9	#per1088	#per1053	written	15	Directed
3	#per1330	#per577	written	11	Directed
19	#per1053	#per14	prayer	10	Directed
6	#org13	#per1330	oral	7	Directed
16	#per577	#per1330	written	7	Directed
12	#per1125	#per1088	written	6	Directed
11	#per1088	#per1125	written	6	Directed
5	#org262	#org0	written	4	Directed
22	#per973	#org175	written	3	Directed
7	#org70	#per1053	oral	3	Directed
8	#per1129	#per1053	oral	3	Directed
15	#per14	#org8	oral	2	Directed
21	#org25	#per1053	oral	2	Directed
0	#per1330	#org13	oral	2	Directed
13	#per1361	#per1081	oral	2	Directed
1	#per1053	#org25	oral	2	Directed
4	#per1053	#org70	oral	2	Directed
23	#org8	#org70	oral	2	Directed
14	#org46	#org0	song	1	Directed
17	#per973	#per1329	oral	1	Directed
18	#per1053	#per1088	oral	1	Directed
10	#per1330	#org25	oral	1	Directed
20	#per1081	#org101	oral	1	Directed
2	#org101	#per1081	oral	1	Directed
