	Source	Target	Via	Weight	Type
161	#per19	#per71	oral	22	Directed
156	#per14	#per71	oral	21	Directed
33	#per1563	#per1700	oral	17	Directed
15	#per1563	#org8	oral	15	Directed
28	#per1563	#per1693	oral	11	Directed
14	#org8	#per1563	oral	10	Directed
148	#org294	#org39	oral	8	Directed
91	#per14	#per1587	oral	8	Directed
124	#per1563	#per1713	oral	8	Directed
140	#org294	#per1635	oral	8	Directed
93	#per1587	#org24	oral	7	Directed
141	#per1635	#per71	idea	7	Directed
142	#per1630	#per71	oral	7	Directed
149	#per1630	#org39	oral	7	Directed
90	#org8	#per1587	oral	7	Directed
153	#per71	#per19	oral	7	Directed
174	#per14	#per1636	oral	6	Directed
145	#per14	#org39	oral	6	Directed
173	#per1660	#per1636	oral	6	Directed
160	#per71	#per14	prayer	6	Directed
12	#per13	#per1563	oral	6	Directed
13	#per1563	#per13	oral	5	Directed
113	#per1587	#org70	oral	5	Directed
30	#per14	#per1563	oral	5	Directed
168	#org8	#org39	oral	5	Directed
106	#per1587	#org144	oral	5	Directed
120	#per1668	#org24	oral	5	Directed
138	#per14	#org22	oral	5	Directed
21	#per14	#org0	oral	5	Directed
36	#per1700	#per1563	oral	5	Directed
158	#org298	#per71	idea	4	Directed
169	#per74	#per1436	written	4	Directed
92	#org24	#per1587	oral	4	Directed
157	#org298	#org294	oral	4	Directed
67	#per1693	#org144	oral	4	Directed
0	#per1560	#org144	oral	4	Directed
16	#per1563	#per14	prayer	4	Directed
17	#org8	#org8	oral	4	Directed
32	#per1698	#per1699	oral	4	Directed
8	#org24	#per13	oral	4	Directed
123	#per1670	#org12	oral	3	Directed
95	#org24	#per1693	oral	3	Directed
71	#org15	#org15	oral	3	Directed
69	#org100	#per1563	oral	3	Directed
81	#per1529	#per1563	oral	3	Directed
83	#per1563	#per1529	oral	3	Directed
63	#per1693	#org70	oral	3	Directed
59	#per1705	#org301	oral	3	Directed
1	#org4	#per13	oral	3	Directed
53	#per1563	#per1702	oral	3	Directed
54	#per1702	#per1563	oral	3	Directed
38	#per1698	#per1563	oral	3	Directed
3	#per14	#per13	oral	3	Directed
116	#per1587	#per1442	oral	3	Directed
175	#per1636	#per74	idea	3	Directed
98	#per1693	#per1587	oral	3	Directed
176	#per14	#per74	oral	3	Directed
96	#per1693	#org24	oral	2	Directed
152	#org12	#per19	oral	2	Directed
9	#per13	#org24	oral	2	Directed
25	#per1694	#per1693	oral	2	Directed
155	#org12	#per71	idea	2	Directed
79	#per1705	#per1529	oral	2	Directed
129	#per1713	#per1625	oral	2	Directed
151	#per71	#org39	oral	2	Directed
114	#per1587	#org302	oral	2	Directed
37	#per1563	#per1698	oral	2	Directed
23	#per1693	#per1694	written	2	Directed
29	#per1693	#per1563	oral	2	Directed
94	#org24	#org0	oral	2	Directed
20	#per1563	#org0	oral	2	Directed
101	#per1587	#per1669	oral	2	Directed
75	#org144	#per1693	soCalled	2	Directed
108	#per1587	#org291	written	2	Directed
154	#per19	#org12	oral	2	Directed
62	#org70	#per1693	oral	2	Directed
4	#org144	#per1560	oral	2	Directed
7	#per14	#per1560	oral	2	Directed
51	#per1702	#org0	oral	2	Directed
167	#per14	#per35	oral	2	Directed
56	#per1702	#per1700	oral	2	Directed
57	#per1700	#per1702	oral	2	Directed
60	#org301	#per1705	oral	2	Directed
177	#per74	#org172	oral	2	Directed
171	#per1436	#per74	oral	2	Directed
64	#org70	#org70	oral	2	Directed
