	Source	Target	Via	Weight	Type
7	#per39	#per14	prayer	29	Directed
0	#per14	#per39	oral	14	Directed
6	#per14	#per74	oral	11	Directed
5	#per39	#org70	oral	10	Directed
28	#per64	#org70	oral	9	Directed
103	#per1660	#per74	oral	9	Directed
2	#per39	#per750	written	8	Directed
60	#per66	#per14	prayer	7	Directed
89	#per71	#org12	oral	7	Directed
104	#per14	#per1660	oral	6	Directed
96	#org135	#org39	oral	6	Directed
31	#per2223	#per65	oral	6	Directed
97	#per1630	#org39	oral	6	Directed
3	#per750	#per39	written	6	Directed
79	#org8	#per1625	oral	5	Directed
47	#per1516	#per66	oral	5	Directed
69	#per2407	#org39	oral	5	Directed
34	#per642	#per66	oral	4	Directed
35	#per66	#per642	oral	4	Directed
22	#per14	#per1059	oral	4	Directed
38	#per642	#org24	oral	4	Directed
92	#org144	#org70	oral	4	Directed
45	#per1516	#per642	oral	4	Directed
105	#per74	#org46	oral	4	Directed
67	#per14	#per67	oral	4	Directed
66	#per13	#per67	written	4	Directed
62	#per14	#org39	oral	4	Directed
12	#per2381	#per39	oral	4	Directed
58	#per66	#org12	oral	3	Directed
48	#per14	#org4	oral	3	Directed
9	#org70	#per14	prayer	3	Directed
91	#per71	#org39	oral	3	Directed
10	#per39	#org0	oral	3	Directed
86	#per2410	#org24	oral	3	Directed
33	#per1095	#per65	oral	3	Directed
1	#per39	#per14	oral	3	Directed
18	#org70	#per63	oral	3	Directed
61	#per2397	#org39	oral	3	Directed
101	#per2446	#per74	oral	3	Directed
81	#per1625	#per1670	written	2	Directed
82	#per1670	#per1625	written	2	Directed
85	#org39	#org0	oral	2	Directed
80	#per1625	#org8	oral	2	Directed
49	#org4	#per14	oral	2	Directed
56	#per1587	#per66	oral	2	Directed
57	#per66	#org95	oral	2	Directed
93	#per71	#per14	prayer	2	Directed
44	#per642	#per1516	oral	2	Directed
95	#per71	#org24	oral	2	Directed
11	#org0	#org0	soCalled	2	Directed
19	#org288	#per63	oral	2	Directed
20	#per63	#org70	idea	2	Directed
99	#per14	#per35	oral	2	Directed
21	#per63	#org70	oral	2	Directed
90	#org12	#per71	oral	2	Directed
94	#per2223	#per71	oral	1	Directed
78	#per14	#per26	oral	1	Directed
75	#per2412	#org39	oral	1	Directed
108	#org144	#org0	oral	1	Directed
76	#per2412	#org0	oral	1	Directed
107	#per74	#org144	oral	1	Directed
88	#per70	#org0	oral	1	Directed
77	#per26	#org0	written	1	Directed
106	#per1629	#per74	written	1	Directed
73	#per1670	#org12	oral	1	Directed
102	#per74	#per2450	oral	1	Directed
84	#per2223	#per68	oral	1	Directed
87	#org25	#per2223	oral	1	Directed
100	#per2450	#per2446	oral	1	Directed
83	#per1625	#per1670	oral	1	Directed
98	#per1630	#org0	written	1	Directed
74	#per1670	#per2407	oral	1	Directed
55	#org24	#org24	oral	1	Directed
72	#per2407	#org24	oral	1	Directed
37	#org14	#per642	oral	1	Directed
32	#per65	#per1585	oral	1	Directed
30	#per65	#per14	prayer	1	Directed
29	#per65	#org39	oral	1	Directed
27	#per63	#per14	prayer	1	Directed
26	#per14	#org25	oral	1	Directed
25	#per1059	#org25	oral	1	Directed
24	#per14	#per63	oral	1	Directed
23	#per1059	#per63	idea	1	Directed
17	#per63	#org288	oral	1	Directed
16	#org25	#per63	oral	1	Directed
15	#per63	#org25	oral	1	Directed
14	#per63	#per63	oral	1	Directed
13	#per1545	#per63	oral	1	Directed
8	#per14	#org0	oral	1	Directed
4	#org12	#per14	song	1	Directed
36	#per642	#org14	oral	1	Directed
39	#per1592	#per642	oral	1	Directed
71	#per1380	#org0	oral	1	Directed
40	#per14	#per642	oral	1	Directed
70	#per2407	#per1560	oral	1	Directed
68	#org0	#org0	oral	1	Directed
65	#per2401	#per66	oral	1	Directed
64	#org24	#org39	oral	1	Directed
63	#per66	#org39	oral	1	Directed
59	#org0	#per66	oral	1	Directed
54	#org298	#org24	oral	1	Directed
53	#per642	#per1593	oral	1	Directed
52	#org24	#per1593	idea	1	Directed
51	#per1516	#per1592	oral	1	Directed
50	#per1592	#per1516	oral	1	Directed
46	#per14	#per1516	oral	1	Directed
43	#per1516	#org144	oral	1	Directed
42	#org144	#per1516	oral	1	Directed
41	#org8	#per642	oral	1	Directed
109	#per973	#org0	oral	1	Directed
