	Source	Target	Via	Weight	Type
67	#per35	#per14	prayer	692	Directed
57	#per473	#per14	prayer	417	Directed
18	#per474	#org70	oral	90	Directed
43	#per35	#org0	oral	82	Directed
26	#per474	#per14	prayer	81	Directed
91	#per1327	#per14	prayer	68	Directed
46	#per473	#org70	oral	59	Directed
90	#per473	#org0	oral	50	Directed
82	#per473	#org0	prayer	43	Directed
51	#per14	#org0	oral	31	Directed
68	#org106	#per14	prayer	26	Directed
87	#per473	#org18	oral	20	Directed
77	#per14	#per35	dream	19	Directed
31	#per24	#per14	prayer	17	Directed
12	#org106	#org100	oral	16	Directed
78	#per35	#org18	oral	12	Directed
80	#org106	#org0	oral	12	Directed
83	#per35	#org100	oral	12	Directed
72	#per14	#org19	oral	11	Directed
85	#per14	#org70	oral	11	Directed
79	#per35	#per14	oral	10	Directed
23	#per14	#org18	oral	10	Directed
48	#org106	#per14	oral	9	Directed
84	#per35	#org70	idea	8	Directed
47	#per14	#per35	oral	7	Directed
93	#org70	#org0	oral	7	Directed
21	#org0	#org0	soCalled	6	Directed
71	#org101	#org101	soCalled	6	Directed
0	#per473	#org12	oral	5	Directed
1	#per35	#per0	oral	5	Directed
20	#per35	#org0	prayer	4	Directed
2	#per14	#org70	prayer	4	Directed
10	#per473	#org131	oral	3	Directed
15	#org106	#org70	oral	3	Directed
54	#per35	#org104	oral	3	Directed
40	#per35	#org101	oral	3	Directed
30	#org70	#org0	idea	3	Directed
44	#per14	#per1	oral	3	Directed
24	#org18	#per14	prayer	2	Directed
59	#per473	#org19	oral	2	Directed
56	#per473	#per473	oral	2	Directed
55	#org0	#org0	oral	2	Directed
61	#per14	#org0	soCalled	2	Directed
32	#org70	#org70	oral	2	Directed
49	#per35	#per35	oral	2	Directed
75	#per473	#pla175	oral	2	Directed
22	#org101	#org0	soCalled	2	Directed
39	#per35	#org4	oral	2	Directed
16	#org0	#per14	prayer	2	Directed
88	#org19	#org0	oral	2	Directed
89	#org19	#org19	prayer	2	Directed
34	#org70	#per14	idea	2	Directed
33	#per473	#org126	oral	2	Directed
58	#per14	#per35	prayer	2	Directed
74	#org19	#per14	prayer	1	Directed
76	#org19	#org19	oral	1	Directed
73	#per35	#per35	thought	1	Directed
13	#org16	#org16	soCalled	1	Directed
11	#org19	#org0	soCalled	1	Directed
7	#per14	#per35	thought	1	Directed
9	#org101	#org101	oral	1	Directed
81	#per1000	#per1000	oral	1	Directed
8	#per995	#per995	oral	1	Directed
92	#org0	#org106	oral	1	Directed
6	#org0	#per14	oral	1	Directed
5	#org18	#org0	oral	1	Directed
86	#org70	#org0	prayer	1	Directed
4	#org19	#org19	soCalled	1	Directed
3	#per473	#org18	prayer	1	Directed
14	#org0	#per35	oral	1	Directed
25	#per14	#per35	idea	1	Directed
70	#per35	#org0	idea	1	Directed
50	#per14	#per14	thought	1	Directed
28	#org100	#org100	oral	1	Directed
29	#per473	#org103	oral	1	Directed
35	#per14	#per4	oral	1	Directed
36	#org101	#org106	oral	1	Directed
37	#per35	#per14	prayerl	1	Directed
38	#per14	#org100	oral	1	Directed
41	#per474	#org0	oral	1	Directed
42	#org126	#org126	oral	1	Directed
45	#org19	#org19	thought	1	Directed
19	#per14	#per473	oral	1	Directed
69	#per1002	#per1002	oral	1	Directed
52	#org0	#org0	idea	1	Directed
53	#per473	#pla3	oral	1	Directed
17	#per473	#org65	oral	1	Directed
27	#org101	#org101	thought	1	Directed
62	#org133	#org171	oral	1	Directed
63	#per1004	#per1004	oral	1	Directed
64	#per473	#pla72	soCalled	1	Directed
65	#org105	#per14	prayer	1	Directed
66	#per474	#org0	idea	1	Directed
60	#org18	#org18	soCalled	1	Directed
