	Source	Target	Via	Weight	Type
12	#per14	#org0	oral	9	Directed
0	#per26	#org0	written	5	Directed
7	#per19	#org0	written	5	Directed
10	#per14	#per2	oral	4	Directed
13	#org0	#org0	oral	3	Directed
9	#wor1	#org0	written	3	Directed
20	#per35	#org0	oral	2	Directed
17	#org0	#org0	thought	2	Directed
16	#per35	#org0	written	2	Directed
15	#per19	#org0	oral	2	Directed
21	#org0	#org0	soCalled	2	Directed
3	#per872	#org0	written	2	Directed
1	#org18	#per14	prayer	1	Directed
8	#per14	#per13	oral	1	Directed
6	#per14	#per26	oral	1	Directed
14	#per19	#per14	prayer	1	Directed
5	#per13	#per14	prayer	1	Directed
4	#per14	#org174	oral	1	Directed
18	#org37	#org37	soCalled	1	Directed
19	#org0	#per504	soCalled	1	Directed
2	#per14	#per136	oral	1	Directed
11	#per1	#org0	oral	1	Directed
