	Source	Target	Via	Weight	Type
0	#per26	#org70	oral	850	Directed
7	#per14	#per26	oral	44	Directed
42	#per26	#org70	song	44	Directed
1	#per14	#org70	oral	30	Directed
43	#per14	#per14	thought	16	Directed
36	#org46	#org70	idea	12	Directed
37	#org70	#org0	idea	11	Directed
41	#per26	#org46	oral	10	Directed
35	#org70	#org12	idea	7	Directed
8	#per26	#org70	idea	6	Directed
11	#per26	#per14	prayer	6	Directed
12	#org0	#org0	soCalled	6	Directed
54	#per26	#org42	oral	5	Directed
23	#org70	#org0	oral	5	Directed
49	#per26	#org49	oral	5	Directed
19	#org70	#org0	soCalled	5	Directed
14	#org70	#org70	soCalled	4	Directed
25	#org25	#org70	idea	4	Directed
17	#org70	#per14	idea	4	Directed
13	#org25	#per26	oral	4	Directed
10	#per26	#per503	oral	4	Directed
9	#per26	#per919	written	3	Directed
2	#org70	#per26	oral	3	Directed
3	#per26	#org95	oral	3	Directed
27	#org25	#per14	prayer	2	Directed
30	#org183	#org25	idea	2	Directed
51	#per26	#org41	oral	2	Directed
50	#per26	#org48	oral	2	Directed
24	#org12	#org70	idea	2	Directed
4	#org190	#org70	oral	2	Directed
16	#org70	#org70	thought	2	Directed
6	#per14	#org0	oath	2	Directed
5	#org70	#org70	oral	2	Directed
52	#per26	#org91	oral	1	Directed
48	#per26	#org50	oral	1	Directed
47	#org46	#org0	oral	1	Directed
46	#per26	#org39	oral	1	Directed
45	#per14	#org0	oral	1	Directed
55	#per14	#org42	oral	1	Directed
44	#org101	#org101	soCalled	1	Directed
53	#per26	#org43	oral	1	Directed
28	#org0	#org0	idea	1	Directed
40	#org16	#org0	soCalled	1	Directed
39	#org19	#org0	thought	1	Directed
38	#per14	#org70	idea	1	Directed
34	#org122	#org183	oral	1	Directed
33	#org183	#org25	oral	1	Directed
32	#org122	#org25	oral	1	Directed
31	#org183	#org183	oral	1	Directed
29	#org183	#org122	soCalled	1	Directed
26	#org101	#org70	oral	1	Directed
22	#org102	#org70	soCalled	1	Directed
21	#org19	#org70	soCalled	1	Directed
20	#org8	#org70	soCalled	1	Directed
18	#org0	#org70	soCalled	1	Directed
15	#per14	#org70	soCalled	1	Directed
56	#per14	#per2	oral	1	Directed
